Fp1,Fp2,Cz
0.20569777359457136,-0.16966067778387095,-0.16995620881639112
0.4253610052140134,0.3574499256902127,0.20981677173063024
0.6136801354196051,0.8207158206043993,0.41986420295699445
0.7801374088534344,1.1095197549595444,0.4424785475421512
0.9495562924355911,1.117451758267261,0.4185589335111343
1.1092891270805272,0.8304943457030041,0.4937932427211541
1.2112835493618133,0.33038667315707737,0.6612461727734226
1.2261039149129334,-0.2707916023230998,0.7835923519094402
1.1666971018758954,-0.8446653900622693,0.7739453012131147
1.0501711382030354,-1.209074566841493,0.7058710465734412
0.8689464668756645,-1.1793317314327698,0.7089720260259976
0.6286339330150441,-0.730254769579576,0.7962058865079467
0.38885306677127546,-0.0696903797105501,0.8589444815470579
0.21484743631792544,0.5166912055422241,0.8261857765927815
0.08240517985886228,0.8880597719639459,0.7602053862390818
-0.12154968823785181,1.0801538237894448,0.7609462610202247
-0.4648417739229182,1.1460127887567817,0.816291514828298
-0.8501055719057048,1.0395031331340916,0.7994455321813677
-1.0709498558845032,0.6783067358415305,0.6130915497384036
-1.0071462712550192,0.08371119933096546,0.29696115565616577
-0.7451681826900266,-0.5683560483914938,-0.018818472113427555
-0.48469250983802453,-1.0286830999093701,-0.23358516681504643
-0.3395095323983102,-1.1150933469647315,-0.33088695354250014
-0.2567992135144439,-0.814556772182451,-0.3539958554305407
-0.12146318250671956,-0.28445556865043015,-0.3744194595843688
0.10494780401635385,0.24972385789017007,-0.4661847011856159
0.3668485445073329,0.6314065751982445,-0.6525032886902534
0.5982600241464983,0.8379449789552456,-0.864651812442374
0.7786783179586032,0.9203441139680596,-0.990911735542348
0.9084472959284949,0.8887572067867091,-0.9834112093597019
0.97332543939396,0.681781373398609,-0.9000378427955054
0.9654953591794326,0.2638424460149259,-0.8396855630990883
0.9205429375576584,-0.26940759749732285,-0.8525951115073517
0.887259087514452,-0.7200478917677449,-0.9087783303645518
0.8492005357186163,-0.9276332729093983,-0.935479978397116
0.7179283877933264,-0.8595978762398475,-0.8866834293329294
0.4401966613523554,-0.5727405457482316,-0.782776354231449
