Fp1,Fp2,Cz
-0.06971642012249155,-0.19442575097425968,-0.0034944982225810235
0.25428215175603497,0.29457903774578675,0.4093464261306275
0.37829982903025516,0.7325811789331488,0.4380237641119486
0.33370118432914664,1.107637665779222,0.814139713411614
0.918647384279007,1.1975898685978894,0.4740490809467499
0.6814107676766652,0.791494874456207,0.5803604634111231
1.0502171903171562,0.08531732088882979,0.6926477341573257
1.123261251743071,-0.25206181012172646,1.2068452233949154
0.7676913335490587,-0.6845944996731929,0.7305375074106053
0.8082191029792622,-1.3607790087587126,0.9587724051291757
0.7772554756095886,-1.206018314374761,0.5302802543759868
0.4354624026552793,-1.0331388888139268,1.1379346810326614
0.11979050820320017,0.16878485549765151,1.0425147143475448
0.008958790301084846,0.5615659378580297,0.7569395509646242
-0.06972338409408274,0.5748909688443283,1.0145628859655416
-0.37647075529290475,1.082841436201687,0.7136349921041368
-0.48876237470520084,1.1296792592913278,0.9107468186034435
-1.1261569057270724,1.0264086120263896,1.0617109403505818
-1.193740443639597,0.5851788283443011,0.5775470558362108
-1.2682918170302862,-0.029025101662366617,0.4202150051230664
-0.860849440966653,-0.5418206327623405,-0.019002987423983292
-0.4834226487772082,-1.153246331509451,-0.1760371797092182
-0.6422386008713847,-1.1361324416906706,-0.0037979319170053094
-0.31661128065034383,-0.923737531295606,-0.5447951598405812
-0.38706622021926546,-0.2993610503917,-0.28623795539494024
0.13508283410036187,0.09562148488788556,-0.41112381854110547
0.1969149154213797,0.6801906537345406,-0.37289086159467755
0.43102599699814304,0.7361173854573866,-1.0308258944752238
0.7809993260854843,0.7873275492435218,-0.9861336614073601
0.6237783230254111,0.8696743332819031,-0.808420326652693
0.9771903693014357,0.4993328038856642,-0.8162788539597727
0.8915506408453197,0.4478979482206823,-0.9096353395443562
0.8190437555459622,-0.558404247201776,-0.8785945173142296
0.7728692813960062,-0.7449472451251221,-0.6767035108187631
0.6732860982397302,-1.0209827968483298,-0.9397954216525141
0.7384133803582316,-0.9543671121489851,-1.1209471916207008
0.412296815082806,-0.4952946736256211,-0.44554679075917114
0.017869224286623048,-0.2895464113381929,-0.8017050431680068
-0.42325531616697964,0.0702876990115921,-0.5035564332889663
-0.5268396355915153,0.808251483094475,-0.36889202490349765
-0.42800622551665946,0.9914849349450712,-0.3171882920493382
-0.9745858479019086,0.7830542432640901,0.11463736397958146
-1.2123755485557128,0.4591778866851002,0.27246349119570673
-1.1325192715692307,0.6932598299283793,0.15503963085994518
-0.8517775230618813,0.09385986480563346,0.25041014463822764
-1.0155572754923636,-0.34523416286204167,0.4658217833115415
-0.43223136508272947,-0.7425514544844505,0.7149711735264449
-0.8096826598940413,-1.097693203218086,0.7581128605519909
-0.5833374454861278,-1.0271485841147738,0.904708246890426
-0.23487194259348998,-0.4530325098932683,1.1538211771063325
-0.09696325933060085,-0.17084582225888822,0.9314374912402256
0.08447733412892239,0.4868424929387025,0.96286199789627
0.3753749062419481,0.9397803079227558,1.40483883080153
0.6968399845686828,1.157058857585548,1.0080671617900332
1.2973666647503304,1.2491373771622982,0.8719252052733688
0.6583026201068596,0.49258460157510975,0.6189025494880672
0.8652210599372002,-0.029320335333851033,0.7670571862385643
1.467871627435186,-0.20602906942079668,0.6249613826471014
1.005320874341707,-1.0102763688321577,0.14900699479065294
0.8899886892613676,-0.8703251141635653,0.2656736345855648
0.5981663029782839,-1.2635877087948315,0.6170770013490386
0.1958066165062155,-0.683669076908311,0.049265078034795545
0.32164288799328067,-0.13212543694416112,-0.1139375902399622
-0.23494845787952368,0.15062078017856076,0.10516536472944853
-0.08928884224535866,0.53422236162489,-0.227205525444743
-0.6146888625191673,0.612017800746087,0.04897157843023825
-1.0057425121544006,0.7605064658039923,-0.7089441854061804
-0.7859119741766005,0.951472981838354,-0.6898268901035183
-1.1308131150345768,0.30541300072833133,-0.7167703279744466
-1.1235432876052054,-0.32948273934755523,-0.5376283429334261
-1.124253204492839,-0.4227514733146168,-0.8856881958097437
-0.36827047686129694,-1.0967199287426603,-1.0371406470274116
-0.7214829723144497,-1.0544365368803135,-0.986460882197731
-0.6321264936658674,-0.7136991914227251,-0.9672499809914125
-0.3305581093307675,-0.5732462068351658,-1.4141466987536209
0.059070991038394124,0.07172011951222727,-0.8259772855798192
0.37523178871266005,0.5274685683303548,-0.9948062981613145
0.24907428488093203,0.8569619309884338,-0.848616679174801
0.43691745828093276,1.127532911411448,-0.7060025547189067
0.44278693157655125,1.003142593438634,-0.7749954657331817
1.222668724922934,0.4827235998712501,-0.3861644039897676
0.896630373263832,0.09016478261159594,-0.29719259060182235
0.9056040383057786,-0.6785819535387058,-0.3479641610933294
0.8357931959130533,-0.7726504030171468,-0.18313933664585835
0.4842194214377464,-1.149851816628232,-0.03743689871193566
0.4592363524659413,-0.7176229354629199,0.5839464019837393
0.12187089645514734,-0.860700255628313,0.17038309529005596
0.10470430542433262,-0.23355523806566159,0.6603911874706854
-0.0257217101495619,-0.0540203879386324,0.7368668054410804
-0.45220148871521165,0.47404303048595,0.2995834145176978
-0.3730163352330287,0.6571534632367864,0.6535825807721474
-0.668055690540505,1.34801698003559,0.9409787563667539
-0.84036575972287,0.9934725275208485,0.6837215067561484
-1.0389555532968484,0.3723148742501391,1.172073513069337
-1.0170884708756698,-0.24250697047122197,1.0440550456450721
-1.166233832471828,-0.4374867374032969,1.1447578680895254
-0.6980395461682725,-0.8670686931060579,0.7941053332174863
-0.6732132939524204,-0.7011299366304681,0.7800606510878768
-0.5094374629665445,-0.869987516449632,0.934753231324807
-0.12271873697122296,-0.6294080444381004,0.9400180221002692
-0.016019134198884934,0.2749205347196499,0.7561134108978457
0.07165519696209516,0.324110683422429,0.28547471029720883
0.7054129828221687,1.0000755640642245,0.1233690339754909
1.0210528543272859,1.0624293954588089,0.004680800047053374
0.9218647762484526,0.9121087259738858,0.0479036250003685
0.6407452007368099,0.8835911192614437,0.08115889660740569
1.0158650070975845,-0.45681152004663417,-0.11165480757105323
0.9058907321022438,-0.24564604710892257,-0.3211996966410552
0.8383317435556856,-0.8222661639916153,-0.5598383745192087
0.6876256584846234,-0.8671267391429786,-0.6472177056159703
0.5333589133665495,-0.8567375253023064,-0.7098499974241793
0.6852885149583143,-0.6649879349183001,-1.0741115788442828
0.27247776556533365,-0.06585564370184871,-1.1541829870588405
-0.030182512811725598,0.14155141279110892,-1.0286100840653434
-0.44466358976991965,0.5482091809631432,-1.3728501417746006
-0.3481460302433581,0.8383214215125591,-0.8249225569542296
-0.8371079933961415,0.6154730063672991,-1.0127325300037957
-1.1734813648680085,0.34980182955360734,-0.5324714760949794
-1.0765316127164206,0.20153552391249008,-0.9693372158693851
-0.9814331182022744,-0.42151605214364407,-1.1016697411614473
-0.7283080881208857,-0.7784853205015916,-0.5982316814031848
-0.8512725808616182,-0.9242018390159445,-0.6052426243958356
-0.8055123116236511,-0.6961655424605265,-0.3361893949425625
-0.6658092085289207,-0.9346532306204115,-0.17676373233067932
-0.13717521923078724,-0.503236930548108,-0.5218137945556721
-0.2992642036018556,-0.12272589416123043,0.24573097244038916
0.4413314150021866,0.3453125744316421,-0.050792512026610365
0.2380043898824366,0.644692147431658,0.3370953122060814
0.860046230236258,1.0655036790358108,0.2501074960191069
0.6867324050236036,0.7102333640778236,0.7192013077511857
0.9809372205516929,0.3255700566051344,0.7984293090226329
0.998133632899755,0.0748667478837973,1.000916702503921
0.7448029680442352,-0.3674200317396435,1.0743416695449137
0.8773867916013103,-0.8771245164906728,1.2491115244515534
1.1748315517519319,-1.2938042229224993,0.8164550042066948
0.45212054278350355,-0.8667979695164616,1.1190558167499842
0.3333672349243314,-0.748646189398916,0.9896080283393757
0.46942594952175276,0.0968833112567099,1.3353629162127323
-0.08024264937665027,0.3214874989773463,0.7329668556741199
-0.3482408386454071,0.6811167244049264,1.0768025468688565
-0.7606169532433523,0.8956788023354185,0.5731992005154262
-0.9913674810618472,1.160249125422626,0.6693774464782111
-0.9311044651196407,0.5056537879804417,0.22915771550312486
-0.7540602398857283,0.37358342946525636,0.28261301339242945
-0.9480970028240536,-0.09862969848126757,0.25611841409233893
-1.0706200576883957,-0.5935457942709151,0.17848766825542478
-0.9628928391279747,-0.9066736521315325,0.010516773925730017
-0.7172215932293838,-1.2335839413630425,-0.22182338627336556
-0.6773746719491847,-0.9401605491657476,-0.15735334399813666
-0.34554106781034005,-0.7241588615537247,-0.6696295728799094
0.2106686927372352,0.002668153467301604,-0.4564611580912981
0.0335257524206006,0.6805135910147073,-0.7076716368621033
0.5489454499062945,1.3735504940399328,-0.747525843982499
0.7491159183425693,0.8695769375433966,-0.9628223015511563
0.6483854544275203,1.072101325261793,-0.969833081516775
1.1702601555813243,0.7914064562362404,-0.7246149449039789
1.341460248470596,0.29603272301539546,-1.2037739155212592
1.1779902724061422,-0.705076960069668,-1.1441298251431808
1.0875844364396943,-0.8581123914904463,-0.6116611305293824
0.44238246173061546,-1.0515603496966182,-0.8642910711894769
